case,abc,ric3_baseline,ric3_dynamic,ric3_adaptive,ric3_reverse_topo,ric3_reverse_topo_inn,ric3_flip_high,ric3_dynamic_reverse_topo,ric3_multi_mic,ric3_mab,baseline_speedup,dynamic_speedup,dynamic_vs_baseline_ratio,adaptive_vs_baseline_ratio,adaptive_vs_dynamic_ratio,reverse_vs_baseline_ratio,reverse_topo_inn_vs_baseline_ratio,reverse_vs_dynamic_ratio,reverse_topo_inn_vs_dynamic_ratio,flip_vs_baseline_ratio,dynamic_reverse_topo_vs_baseline_ratio,dynamic_reverse_topo_vs_dynamic_ratio,mab_vs_dynamic_ratio
gen59,3.93,4.89,4.49,4.61,4.99,0.09,4.88,4.72,10.35,2.48,1.2442748091603053,1.1424936386768447,1.089086859688196,1.0607375271149673,0.9739696312364425,0.9799599198396792,54.33333333333333,0.8997995991983968,49.88888888888889,1.0020491803278688,1.0360169491525424,0.9512711864406781,1.810483870967742
zipversa_composecrc_prf-p21,0.0,0.02,0.02,0.05,0.03,0.01,0.04,0.04,0.02,0.02,inf,inf,1.0,0.39999999999999997,0.39999999999999997,0.6666666666666667,2.0,0.6666666666666667,2.0,0.5,0.5,0.5,1.0
texasifetch1p8,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,,,,0.0,0.0,,,,,,,,0.0
pdtvisvsa16a13,0.01,0.01,0.01,0.05,0.01,0.01,0.01,0.02,0.01,0.01,1.0,1.0,1.0,0.19999999999999998,0.19999999999999998,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0
msmie.3.prop1-func-interl,3600.0,144.42,144.01,138.57,3600.0,2288.18,3600.0,3600.0,3600.0,2160.72,0.04011666666666666,0.040002777777777776,1.0028470245121865,1.042216930071444,1.0392581366818214,0.04011666666666666,0.06311566397748429,0.040002777777777776,0.0629364822697515,0.04011666666666666,0.04011666666666666,0.040002777777777776,0.06664907993631752
139462p5neg,0.1,0.54,0.57,0.85,0.58,4.16,0.46,0.64,1.15,0.39,5.4,5.699999999999999,0.9473684210526317,0.6352941176470589,0.6705882352941176,0.9310344827586208,0.12980769230769232,0.9827586206896551,0.13701923076923075,1.173913043478261,0.84375,0.8906249999999999,1.4615384615384615
oski15a10b08s,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139443p5neg,0.05,0.15,0.15,0.2,0.15,1.42,0.15,0.34,0.25,0.12,2.9999999999999996,2.9999999999999996,1.0,0.7499999999999999,0.7499999999999999,1.0,0.1056338028169014,1.0,0.1056338028169014,1.0,0.4411764705882352,0.4411764705882352,1.25
cal81,0.16,0.1,0.1,0.67,0.1,0.02,0.11,0.1,0.11,0.09,0.625,0.625,1.0,0.14925373134328357,0.14925373134328357,1.0,5.0,1.0,5.0,0.9090909090909092,1.0,1.0,1.1111111111111112
zipcpu-busdelay-p42,0.0,0.08,0.08,0.13,0.08,0.03,0.07,0.09,0.01,0.06,inf,inf,1.0,0.6153846153846154,0.6153846153846154,1.0,2.666666666666667,1.0,2.666666666666667,1.1428571428571428,0.888888888888889,0.888888888888889,1.3333333333333335
139464p0,0.31,0.44,0.52,0.7,0.47,0.06,0.46,0.58,0.45,0.71,1.4193548387096775,1.6774193548387097,0.8461538461538461,0.6285714285714287,0.7428571428571429,0.9361702127659575,7.333333333333334,1.1063829787234043,8.666666666666668,0.9565217391304347,0.7586206896551725,0.8965517241379312,0.7323943661971831
fastfir-p078,0.1,1.29,1.24,1.46,1.04,2.75,1.35,1.26,2.72,3.79,12.9,12.399999999999999,1.0403225806451613,0.8835616438356165,0.8493150684931507,1.2403846153846154,0.4690909090909091,1.1923076923076923,0.4509090909090909,0.9555555555555555,1.0238095238095237,0.9841269841269841,0.32717678100263853
6s407rb034,3600.0,948.12,551.64,50.6,2389.03,3.79,74.94,695.62,1518.66,484.39,0.2633666666666667,0.15323333333333333,1.7187296062649555,18.737549407114624,10.901976284584979,0.39686399919632653,250.16358839050133,0.23090543023737664,145.5514511873351,12.651721377101682,1.3629855380811362,0.7930191771369426,1.1388344102892298
cal106,3.94,76.96,80.59,89.18,77.07,37.72,110.35,105.07,109.06,67.59,19.532994923857867,20.454314720812185,0.9549571907184513,0.8629737609329444,0.9036779546983629,0.998572726093162,2.0402969247083775,1.0456727650188142,2.1365323435843058,0.697417308563661,0.7324640715713334,0.7670124678785573,1.192336144400059
pdtvisheap09,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
oski1rub00,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,4.45,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cal218,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
cal67,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.01,,,,0.0,0.0,,,,,,,,0.0
arbitrated_top_n2_w32_d32_e0,3600.0,316.33,315.36,879.36,414.02,290.58,335.88,417.58,1704.43,250.12,0.08786944444444444,0.0876,1.003075849822425,0.3597275291120815,0.3586244541484716,0.7640452152069949,1.0886158717048662,0.7617023332206174,1.0852777204212267,0.9417946885792544,0.7575314909717898,0.755208582786532,1.2608347992963378
dme3ptimo,0.0,0.01,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.01,inf,inf,1.0,0.33333333333333337,0.33333333333333337,1.0,0.33333333333333337,1.0,0.33333333333333337,1.0,0.5,0.5,1.0
yosyshq_appnote_123_cv32e40x-p505,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
139452p22,0.05,0.74,0.8,0.83,0.68,3.22,0.81,0.7,0.86,0.73,14.799999999999999,16.0,0.9249999999999999,0.891566265060241,0.9638554216867471,1.088235294117647,0.22981366459627328,1.1764705882352942,0.2484472049689441,0.9135802469135802,1.0571428571428572,1.142857142857143,1.0958904109589043
oski15a01b53s,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
gen57,4.41,3.52,3.84,4.0,3.63,0.1,3.43,3.72,9.51,2.53,0.7981859410430838,0.8707482993197279,0.9166666666666667,0.88,0.96,0.9696969696969697,35.199999999999996,1.0578512396694215,38.4,1.0262390670553936,0.9462365591397849,1.032258064516129,1.5177865612648223
fastfir-p008,0.15,202.32,199.15,285.28,200.85,2508.29,358.31,267.46,901.61,461.81,1348.8,1327.6666666666667,1.0159176500125533,0.7091979809310152,0.6980860908581044,1.0073188946975355,0.08066052968356928,0.9915359721184964,0.07939672047490522,0.5646507214423264,0.7564495625514096,0.7445973229641817,0.43123795500313983
cal170,0.01,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,0.0,0.0,,,,,,,,0.0
cal209,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6s37,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vis_arrays_buf_bug,0.0,12.09,12.12,0.4,0.55,5.08,7.25,0.54,532.88,1.81,inf,inf,0.9975247524752475,30.224999999999998,30.299999999999997,21.98181818181818,2.3799212598425195,22.03636363636363,2.385826771653543,1.6675862068965517,22.388888888888886,22.444444444444443,6.696132596685082
6s361rb52584,2.06,0.02,0.02,30.39,0.02,0.01,0.02,0.02,0.01,0.03,0.009708737864077669,0.009708737864077669,1.0,0.0006581112207963146,0.0006581112207963146,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666667
a16-p146,0.01,0.04,0.04,0.16,0.04,0.03,0.04,0.18,0.04,0.13,4.0,4.0,1.0,0.25,0.25,1.0,1.3333333333333335,1.0,1.3333333333333335,1.0,0.22222222222222224,0.22222222222222224,0.3076923076923077
pdtvisns3p02,0.01,0.16,0.16,0.21,0.21,0.12,0.11,0.21,0.32,0.38,16.0,16.0,1.0,0.761904761904762,0.761904761904762,0.761904761904762,1.3333333333333335,0.761904761904762,1.3333333333333335,1.4545454545454546,0.761904761904762,0.761904761904762,0.42105263157894735
oski15a10b06s,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yosyshq_appnote_123_cv32e40x-p545,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
yosyshq_appnote_123_cv32e40x-p745,0.1,0.8,76.27,15.11,0.9,0.15,0.82,0.7,0.7,0.78,8.0,762.6999999999999,0.010489052051920808,0.05294506949040371,5.047650562541364,0.888888888888889,5.333333333333334,84.74444444444444,508.46666666666664,0.9756097560975611,1.142857142857143,108.95714285714286,97.78205128205127
139463p0,0.2,0.24,0.24,0.34,0.23,0.05,0.24,0.28,0.23,0.45,1.2,1.2,1.0,0.7058823529411764,0.7058823529411764,1.0434782608695652,4.8,1.0434782608695652,4.8,1.0,0.857142857142857,0.857142857142857,0.5333333333333333
qspiflash_dualflexpress_divfive-p070,3600.0,15.94,11.01,29.61,16.17,16.22,18.71,18.55,3.6,16.26,0.004427777777777778,0.0030583333333333335,1.4477747502270664,0.5383316447146235,0.3718338399189463,0.9857761286332714,0.9827373612823674,0.680890538033395,0.6787916152897657,0.8519508284339925,0.859299191374663,0.5935309973045821,0.6771217712177121
cmudme2,0.0,13.91,13.89,47.98,55.3,39.97,25.76,55.33,99.15,2.72,inf,inf,1.0014398848092152,0.2899124635264694,0.2894956231763235,0.2515370705244123,0.34801100825619213,0.25117540687160944,0.34751063297473106,0.5399844720496895,0.25140068678836075,0.2510392192300741,5.106617647058823
oski3ub1i,0.04,6.92,6.67,6.63,8.18,147.59,6.6,7.79,7.83,13.64,173.0,166.75,1.0374812593703149,1.043740573152338,1.0060331825037707,0.8459657701711492,0.0468866454366827,0.8154034229828852,0.04519276373738058,1.0484848484848486,0.8883183568677792,0.8562259306803595,0.4890029325513196
yosyshq_appnote_123_cv32e40x-p377,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
bobsmrisc,1.79,47.57,47.3,49.09,53.89,2753.91,52.53,54.07,77.65,68.49,26.575418994413408,26.42458100558659,1.005708245243129,0.9690364636382155,0.9635363617844773,0.8827240675449991,0.01727362186854327,0.8777138615698645,0.017175579448856355,0.9055777650866171,0.87978546328833,0.8747919363787682,0.6906117681413345
oski15a10b03s,0.24,1.65,1.71,2.22,1.76,1.42,1.66,1.99,1.66,1.59,6.875,7.125,0.9649122807017544,0.7432432432432431,0.7702702702702702,0.9375,1.1619718309859155,0.9715909090909091,1.204225352112676,0.9939759036144579,0.829145728643216,0.8592964824120602,1.0754716981132075
cal104,9.0,151.34,142.62,95.13,141.53,74.79,156.03,139.62,147.54,227.17,16.815555555555555,15.846666666666668,1.0611414948815032,1.5908756438557765,1.4992116051718702,1.0693139263760334,2.0235325578285868,1.0077015473751147,1.9069394304051344,0.9699416778824586,1.083942128634866,1.021486892995273,0.6278117709204561
gen68,5.9,5.05,5.27,5.23,5.2,0.22,4.73,4.92,10.28,2.93,0.8559322033898304,0.8932203389830508,0.9582542694497154,0.9655831739961758,1.0076481835564053,0.971153846153846,22.954545454545453,1.0134615384615384,23.954545454545453,1.0676532769556024,1.0264227642276422,1.0711382113821137,1.798634812286689
fastfir-p082,0.22,0.43,0.39,0.59,0.38,0.15,0.39,0.45,0.41,0.37,1.9545454545454546,1.7727272727272727,1.1025641025641024,0.728813559322034,0.6610169491525424,1.131578947368421,2.8666666666666667,1.0263157894736843,2.6,1.1025641025641024,0.9555555555555555,0.8666666666666667,1.0540540540540542
139443p22,0.05,0.19,0.18,0.24,0.18,6.02,0.18,0.19,0.36,0.24,3.8,3.5999999999999996,1.0555555555555556,0.7916666666666667,0.75,1.0555555555555556,0.03156146179401994,1.0,0.029900332225913623,1.0555555555555556,1.0,0.9473684210526315,0.75
imgfifo-p013,0.01,0.02,0.02,0.06,0.02,0.01,0.02,0.02,0.02,0.01,2.0,2.0,1.0,0.33333333333333337,0.33333333333333337,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0
bobtuint09neg,0.0,0.06,0.06,0.08,0.07,0.08,0.07,0.07,0.09,0.07,inf,inf,1.0,0.75,0.75,0.857142857142857,0.75,0.857142857142857,0.75,0.857142857142857,0.857142857142857,0.857142857142857,0.857142857142857
pdtviscoherence0,0.0,0.01,0.01,0.02,0.01,0.03,0.01,0.01,0.01,0.01,inf,inf,1.0,0.5,0.5,1.0,0.33333333333333337,1.0,0.33333333333333337,1.0,1.0,1.0,1.0
prodconsp5neg,0.01,0.07,0.07,0.18,0.29,0.84,0.19,0.24,0.88,0.42,7.000000000000001,7.000000000000001,1.0,0.38888888888888895,0.38888888888888895,0.24137931034482762,0.08333333333333334,0.24137931034482762,0.08333333333333334,0.368421052631579,0.2916666666666667,0.2916666666666667,0.16666666666666669
6s299b685,3600.0,3600.0,3600.0,3600.0,2547.24,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.4132943892212748,1.0,1.4132943892212748,1.0,1.0,1.0,1.0,1.0
pgm_protocol.4.prop2-func-interl,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fastfir-p074,0.07,5.79,5.86,5.24,6.48,10.96,6.26,7.73,13.18,5.78,82.71428571428571,83.71428571428571,0.9880546075085324,1.1049618320610686,1.118320610687023,0.8935185185185185,0.5282846715328466,0.904320987654321,0.5346715328467153,0.9249201277955272,0.7490297542043984,0.7580853816300129,1.013840830449827
power2sum128,0.0,0.09,0.11,0.15,0.11,0.07,0.09,0.12,0.01,0.18,inf,inf,0.8181818181818181,0.6,0.7333333333333334,0.8181818181818181,1.2857142857142856,1.0,1.5714285714285714,1.0,0.75,0.9166666666666667,0.6111111111111112
oski15a14b02s,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pdtvisbakery0,0.01,0.13,0.13,0.2,0.14,0.67,0.16,0.14,0.02,0.26,13.0,13.0,1.0,0.65,0.65,0.9285714285714285,0.19402985074626866,0.9285714285714285,0.19402985074626866,0.8125,0.9285714285714285,0.9285714285714285,0.5
h_traffic_light_example,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
nusmvtcastp1,0.01,0.42,0.43,0.36,0.64,2.19,0.48,0.69,0.28,0.56,42.0,43.0,0.9767441860465116,1.1666666666666667,1.1944444444444444,0.65625,0.1917808219178082,0.671875,0.1963470319634703,0.875,0.6086956521739131,0.6231884057971014,0.7678571428571428
imgfifo-p066,0.01,0.02,0.02,0.06,0.02,0.01,0.02,0.02,0.02,0.02,2.0,2.0,1.0,0.33333333333333337,0.33333333333333337,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0
6s205b20,3600.0,114.43,109.35,155.18,110.98,3600.0,704.87,103.88,28.15,18.19,0.03178611111111111,0.030375,1.046456332876086,0.7374017270266787,0.7046655496842376,1.0310866822850964,0.03178611111111111,0.9853126689493602,0.030375,0.1623419921403947,1.1015594917212168,1.0526569118213323,6.011544804837822
gen96,5.96,3.74,3.94,4.02,3.89,0.36,3.57,3.95,10.72,2.42,0.62751677852349,0.6610738255033557,0.9492385786802031,0.9303482587064679,0.9800995024875623,0.9614395886889461,10.38888888888889,1.012853470437018,10.944444444444445,1.0476190476190477,0.9468354430379747,0.9974683544303797,1.6280991735537191
139442p23,0.03,0.24,0.24,0.29,0.25,2.85,0.33,0.3,0.53,0.11,8.0,8.0,1.0,0.8275862068965517,0.8275862068965517,0.96,0.08421052631578947,0.96,0.08421052631578947,0.7272727272727272,0.8,0.8,2.1818181818181817
cal65,0.17,0.09,0.11,0.65,0.09,0.02,0.09,0.09,0.1,0.06,0.5294117647058822,0.6470588235294117,0.8181818181818181,0.13846153846153844,0.1692307692307692,1.0,4.5,1.2222222222222223,5.5,1.0,1.0,1.2222222222222223,1.8333333333333335
picorv32_mutAY_nomem-p6,3600.0,3600.0,2124.17,3600.0,3600.0,3600.0,3600.0,3600.0,0.24,2793.1,1.0,0.5900472222222223,1.6947796080351383,1.0,0.5900472222222223,1.0,1.0,0.5900472222222223,0.5900472222222223,1.0,1.0,0.5900472222222223,0.7605062475385772
mod3.c.v+sep-reducer,3600.0,3600.0,3600.0,3600.0,3600.0,4.06,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,886.6995073891626,1.0,886.6995073891626,1.0,1.0,1.0,1.0
arbitrated_top_n4_w8_d32_e0,3600.0,80.83,81.71,603.75,988.66,143.22,926.78,966.69,3600.0,199.33,0.022452777777777776,0.02269722222222222,0.9892302043813487,0.133879917184265,0.13533747412008282,0.08175712580664739,0.5643764837313224,0.08264721946877591,0.5705208769724899,0.08721595200586979,0.08361522308082218,0.0845255459350981,0.409923242863593
cal215,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
imgfifo-p100,0.01,0.04,0.03,0.07,0.03,0.01,0.03,0.03,0.04,0.02,4.0,3.0,1.3333333333333335,0.5714285714285714,0.4285714285714285,1.3333333333333335,4.0,1.0,3.0,1.3333333333333335,1.3333333333333335,1.0,1.5
cal114,0.08,11.1,9.76,14.05,12.66,8.62,13.5,13.4,16.74,8.39,138.75,122.0,1.1372950819672132,0.790035587188612,0.694661921708185,0.8767772511848341,1.2877030162412995,0.7709320695102685,1.1322505800464038,0.8222222222222222,0.8283582089552238,0.7283582089552239,1.1632896305125149
pdtvisvsa16a31,0.01,0.01,0.01,0.06,0.01,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.16666666666666669,0.16666666666666669,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vgasim_imgfifo-p070,3600.0,45.21,44.61,29.84,114.61,696.44,57.11,105.36,0.49,41.16,0.012558333333333333,0.012391666666666667,1.0134498991257566,1.5150804289544235,1.4949731903485255,0.3944681964924527,0.06491585779105163,0.3892330512171713,0.06405433346734822,0.7916301873577307,0.42910022779043283,0.4234054669703872,1.0838192419825075
6s51,0.02,59.11,10.18,8.5,12.45,3600.0,102.75,18.6,8.29,6.19,2955.5,509.0,5.806483300589391,6.9541176470588235,1.1976470588235293,4.747791164658635,0.016419444444444445,0.8176706827309237,0.0028277777777777776,0.5752798053527981,3.1779569892473116,0.5473118279569892,1.6445880452342487
nusmvdme216,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
nusmvreactorp5,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
lamport_nonatomic.5.prop1-back-serstep,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
beemlup1b1,0.01,0.01,0.01,0.03,0.01,0.0,0.01,0.01,0.01,0.01,1.0,1.0,1.0,0.33333333333333337,0.33333333333333337,1.0,inf,1.0,inf,1.0,1.0,1.0,1.0
pj_icu,0.0,0.02,0.01,0.03,0.01,0.0,0.01,0.01,0.01,0.02,inf,inf,2.0,0.6666666666666667,0.33333333333333337,2.0,inf,1.0,inf,2.0,2.0,1.0,0.5
gen98,5.57,4.08,4.79,4.4,4.68,0.21,3.62,4.67,9.71,2.57,0.7324955116696589,0.8599640933572711,0.8517745302713987,0.9272727272727272,1.0886363636363636,0.8717948717948719,19.42857142857143,1.0235042735042736,22.80952380952381,1.12707182320442,0.8736616702355461,1.025695931477516,1.8638132295719845
oski15a14b32s,0.05,1.05,1.04,2.11,1.39,0.17,1.2,1.43,2.44,0.38,21.0,20.8,1.0096153846153846,0.49763033175355453,0.49289099526066354,0.7553956834532375,6.176470588235294,0.748201438848921,6.117647058823529,0.8750000000000001,0.7342657342657344,0.7272727272727273,2.736842105263158
pdtvisbpb1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,,,,0.0,0.0,,,,,,,,0.0
cal64,0.17,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,
h_Arbiter,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,inf,,inf,1.0,0.0,inf,inf,,,inf,inf,,
qspiflash_dualflexpress_divthree-p111,0.01,0.26,0.19,0.21,0.3,0.23,0.22,0.26,0.38,0.72,26.0,19.0,1.368421052631579,1.2380952380952381,0.9047619047619048,0.8666666666666667,1.1304347826086956,0.6333333333333334,0.8260869565217391,1.1818181818181819,1.0,0.7307692307692307,0.2638888888888889
pdtvisns3p17,0.01,0.0,0.0,0.03,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,
gen102,5.53,5.13,5.3,4.86,5.29,0.25,4.54,4.93,10.03,2.84,0.9276672694394212,0.9584086799276672,0.9679245283018868,1.0555555555555554,1.0905349794238681,0.9697542533081285,20.52,1.001890359168242,21.2,1.1299559471365639,1.0405679513184585,1.0750507099391482,1.8661971830985915
gen38,0.01,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,,0.0,0.0,,,,,,,,0.0
gen46,0.74,0.38,0.37,0.41,0.44,0.21,0.36,0.38,0.68,0.34,0.5135135135135135,0.5,1.027027027027027,0.926829268292683,0.9024390243902439,0.8636363636363636,1.8095238095238095,0.8409090909090909,1.7619047619047619,1.0555555555555556,1.0,0.9736842105263158,1.088235294117647
cal181,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,,,,0.0,0.0,,,,,,,,0.0
yosyshq_appnote_123_cv32e40x-p187,0.1,1.37,1.42,15.42,1.11,0.3,1.31,1.14,1.46,1.31,13.700000000000001,14.2,0.9647887323943664,0.08884565499351492,0.0920881971465629,1.2342342342342343,4.566666666666667,1.279279279279279,4.733333333333333,1.0458015267175573,1.2017543859649125,1.2456140350877194,1.0839694656488548
qspiflash_dualflexpress_divthree-p084,0.0,8.85,9.62,34.64,147.52,254.83,7.83,22.33,1.74,100.72,inf,inf,0.91995841995842,0.2554849884526559,0.2777136258660508,0.059991865509761384,0.03472903504296982,0.0652114967462039,0.03775065730094573,1.1302681992337165,0.39632781012091356,0.43081056874160323,0.0955123113582208
cal14,0.0,0.01,0.01,0.02,0.01,0.01,2.01,0.01,0.01,0.01,inf,inf,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0049751243781094535,1.0,1.0,1.0
byte_add_1-1,0.01,28.96,28.82,28.99,24.39,69.72,26.05,25.15,0.02,16.46,2896.0,2882.0,1.0048577376821652,0.998965160400138,0.9941359089341153,1.187371873718737,0.4153757888697648,1.1816318163181632,0.4133677567412507,1.111708253358925,1.1514910536779326,1.1459244532803181,1.7509113001215066
pj2017,0.14,28.62,28.93,30.49,33.27,194.72,37.96,35.61,66.42,97.1,204.42857142857142,206.6428571428571,0.9892844797787764,0.9386684158740571,0.9488356838307642,0.860234445446348,0.14698027937551356,0.8695521490832581,0.1485723089564503,0.7539515279241307,0.8037068239258636,0.8124122437517551,0.29794026776519056
pdtvisrethersqo1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,,,,0.0,0.0,,,,,,,,0.0
a18-p3,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mul8,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6s319r,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,2.57,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
vis_arrays_bpbs_p3,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
pdtvistictactoe02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,,,
visarbiter,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,,,,0.0,0.0,,0.0,,0.0,,,,0.0
bobuns2p10d100l,0.29,0.5,0.5,0.62,0.5,0.23,0.49,0.53,0.53,0.09,1.7241379310344829,1.7241379310344829,1.0,0.8064516129032259,0.8064516129032259,1.0,2.1739130434782608,1.0,2.1739130434782608,1.0204081632653061,0.9433962264150942,0.9433962264150942,5.555555555555555
h_TreeArb,0.0,0.06,0.06,0.07,0.06,0.13,0.07,0.06,0.09,0.09,inf,inf,1.0,0.857142857142857,0.857142857142857,1.0,0.4615384615384615,1.0,0.4615384615384615,0.857142857142857,1.0,1.0,0.6666666666666666
oski2ub0i,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pdtpmscoherence,0.0,3.28,4.36,3.92,3.36,4.46,3.0,2.7,11.57,2.08,inf,inf,0.7522935779816513,0.836734693877551,1.1122448979591837,0.9761904761904762,0.7354260089686099,1.2976190476190477,0.9775784753363229,1.0933333333333333,1.2148148148148146,1.614814814814815,2.0961538461538463
6s289rb05233,0.11,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,
yosyshq_appnote_123_cv32e40x-p602,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,5.5,3600.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
pj2010,0.05,0.11,0.11,0.27,0.12,0.12,0.12,0.13,0.16,0.1,2.1999999999999997,2.1999999999999997,1.0,0.4074074074074074,0.4074074074074074,0.9166666666666667,0.9166666666666667,0.9166666666666667,0.9166666666666667,0.9166666666666667,0.8461538461538461,0.8461538461538461,1.0999999999999999
